trade_identity,pivot_at,decision_at,direction,control_outcome,control_r,executed,route,entry_at,entry_price,stop,target,outcome,resolution_at,net_r,evidence_segment
b2d8ed5f75800bc6b71991fc7d02deef3e923cb00b34952a59d3bea90ddaa837,2022-04-06T12:00:00Z,2022-04-06T15:00:00Z,SHORT,STOP,-1.0,True,INITIAL_CONFIRMATION_STOP,2022-04-06T21:25:00Z,1918.08,1933.4,1915.1,STOP,2022-04-07T15:08:00Z,-1.0,EXPOSED_HISTORICAL_REGRESSION
1b4d34546c5b520bafb7d66889b70a381acb15c082e0a36f4d37478278a9216e,2022-04-06T14:00:00Z,2022-04-06T17:00:00Z,LONG,STOP,-1.0,True,RECLAIM_CONFIRMATION_TARGET,2022-04-06T22:05:00Z,1926.14,1915.55,1933.4,TARGET,2022-04-07T15:08:00Z,0.685552407932001,EXPOSED_HISTORICAL_REGRESSION
448f6c9a28c846ad235472ea27f67b29ba1b244d17f6154b33626ecbf0c9c822,2022-04-06T16:00:00Z,2022-04-06T19:00:00Z,SHORT,TARGET,2.4185463659148043,True,INITIAL_CONFIRMATION_TARGET,2022-04-06T19:20:00Z,1924.65,1931.91,1918.27,TARGET,2022-04-06T21:09:00Z,0.8787878787878949,EXPOSED_HISTORICAL_REGRESSION
8926405b62fc04355fd87378a62cbce5f4b25a037fb52644a615f5aefcfb37b5,2022-04-06T21:00:00Z,2022-04-07T03:00:00Z,SHORT,STOP,-1.0,True,INITIAL_CONFIRMATION_STOP,2022-04-07T05:10:00Z,1922.1,1929.49,1918.27,STOP,2022-04-07T14:33:00Z,-1.0,EXPOSED_HISTORICAL_REGRESSION
c65487b50c63f076bd7cb104ad80242f173780e3c43e1b0b556edf6b4e0879ef,2022-04-06T21:00:00Z,2022-04-07T03:00:00Z,LONG,TARGET,0.9592326139088562,True,INITIAL_CONFIRMATION_TARGET,2022-04-07T03:15:00Z,1925.02,1915.57,1931.91,TARGET,2022-04-07T15:08:00Z,0.7291005291005361,EXPOSED_HISTORICAL_REGRESSION
558db9cff209f84535fff78ec52be34dee8ba5fc4abddd7008182c39622257e7,2022-04-07T03:00:00Z,2022-04-07T06:00:00Z,SHORT,STOP,-1.0,True,INITIAL_CONFIRMATION_STOP,2022-04-07T07:30:00Z,1921.03,1927.31,1915.57,STOP,2022-04-07T10:22:00Z,-1.0,EXPOSED_HISTORICAL_REGRESSION
7beb42ef71b835b0a0d1e7eaa513857ed4ac50d03d1691696d04856bda3395fb,2022-04-07T07:00:00Z,2022-04-07T10:00:00Z,LONG,TARGET,0.49227373068433367,True,INITIAL_CONFIRMATION_TARGET,2022-04-07T10:05:00Z,1925.96,1920.55,1927.31,TARGET,2022-04-07T10:22:00Z,0.24953789279110694,EXPOSED_HISTORICAL_REGRESSION
e15fb0c320de829e0a0eb8ae6d0670a8ff980d2aca3cedd4c33ee31b2816331b,2022-04-07T18:00:00Z,2022-04-07T21:00:00Z,SHORT,STOP,-1.0,True,INITIAL_CONFIRMATION_STOP,2022-04-07T21:35:00Z,1933.23,1937.76,1923.6,STOP,2022-04-08T15:14:00Z,-1.0,EXPOSED_HISTORICAL_REGRESSION
780348a7a07924b3aef261611a765fdaac4455f0781e1344809a1c287f1b9a2b,2022-04-07T22:00:00Z,2022-04-08T04:00:00Z,LONG,STOP,-1.0,False,NO_TRADE_LATER_H1_INVALIDATED,,,,1937.76,,,0.0,EXPOSED_HISTORICAL_REGRESSION
5a8b067d41bb02432fd97d698054fd2c4c7a76c7d63ec98ee507ba8df746f173,2022-04-08T04:00:00Z,2022-04-08T07:00:00Z,SHORT,TARGET,0.2789699570815304,False,NO_TRADE_TARGET_BEFORE_CONFIRMATION,,,,1929.55,,,0.0,EXPOSED_HISTORICAL_REGRESSION
070e11cee7caeddd51638240577c76e083acec4100e78ad9a018b9789bb98a2c,2022-04-08T08:00:00Z,2022-04-08T11:00:00Z,LONG,TARGET,0.8055555555555717,True,INITIAL_CONFIRMATION_TARGET,2022-04-08T11:10:00Z,1932.97,1927.71,1935.51,TARGET,2022-04-08T15:09:00Z,0.4828897338402981,EXPOSED_HISTORICAL_REGRESSION
6c96717582e732a0f0b645459d837212844ba2c5709dd5d6ff7f3893ffac47d6,2022-04-08T17:00:00Z,2022-04-08T20:00:00Z,SHORT,STOP,-1.0,True,INITIAL_CONFIRMATION_STOP,2022-04-08T20:05:00Z,1940.64,1948.21,1929.13,STOP,2022-04-11T01:02:00Z,-1.0,EXPOSED_HISTORICAL_REGRESSION
96bcc7af5f0d2a39b26269511e012ac4d61893eff58cf264495d0ba38e57b34f,2022-04-08T20:00:00Z,2022-04-08T23:00:00Z,LONG,TARGET,0.8270377733598617,True,INITIAL_CONFIRMATION_TARGET,2022-04-08T23:05:00Z,1944.32,1939.02,1948.21,TARGET,2022-04-11T01:02:00Z,0.7339622641509685,EXPOSED_HISTORICAL_REGRESSION
1d548a56ff177b6bc72efd97d6227a633c4bd78afede125f5898fab962e8759a,2022-04-11T04:00:00Z,2022-04-11T07:00:00Z,SHORT,STOP,-1.0,True,INITIAL_CONFIRMATION_STOP,2022-04-11T07:05:00Z,1941.68,1947.79,1939.02,STOP,2022-04-11T11:09:00Z,-1.0,EXPOSED_HISTORICAL_REGRESSION
098c61a0a9ff5a54cdba006c5b485d901b766d4f2401ac6870bbc33978c6ac29,2022-04-11T05:00:00Z,2022-04-11T08:00:00Z,LONG,STOP,-1.0,True,RECLAIM_CONFIRMATION_TARGET,2022-04-11T09:05:00Z,1945.27,1939.95,1947.79,TARGET,2022-04-11T11:09:00Z,0.47368421052631804,EXPOSED_HISTORICAL_REGRESSION
260b0b2eb2c62a9e4c28e0161440882569607034c8bab8968129a265df666088,2022-04-11T08:00:00Z,2022-04-11T11:00:00Z,LONG,TARGET,0.332197614991496,True,INITIAL_CONFIRMATION_TARGET,2022-04-11T11:05:00Z,1947.03,1939.97,1947.79,TARGET,2022-04-11T11:09:00Z,0.10764872521246413,EXPOSED_HISTORICAL_REGRESSION
0856ce0ddcdd198b887c129a34b8872503804fcdd995551d9667547d06b259ea,2022-04-11T15:00:00Z,2022-04-11T18:00:00Z,SHORT,STOP,-1.0,True,INITIAL_CONFIRMATION_STOP,2022-04-11T19:30:00Z,1947.62,1969.74,1939.97,STOP,2022-04-12T15:54:00Z,-1.0,EXPOSED_HISTORICAL_REGRESSION
242650bb620424c9dbf50bec2178f03741e0857b9b8767ef7b3786e9429765f1,2022-04-11T20:00:00Z,2022-04-11T23:00:00Z,LONG,TARGET,1.2337461300309787,True,INITIAL_CONFIRMATION_TARGET,2022-04-11T23:05:00Z,1953.91,1940.88,1969.74,TARGET,2022-04-12T15:54:00Z,1.214888718342284,EXPOSED_HISTORICAL_REGRESSION
212ef44b4cf2ff2e58c6a7d29263c87e4eed6af059e61e684754b94ca495e330,2022-04-11T22:00:00Z,2022-04-12T04:00:00Z,SHORT,STOP,-1.0,True,INITIAL_CONFIRMATION_STOP,2022-04-12T04:05:00Z,1951.31,1954.62,1940.88,STOP,2022-04-12T04:53:00Z,-1.0,EXPOSED_HISTORICAL_REGRESSION
2e66458771f0c30a52ed6a67e08c12c8fce9ad79947ae81cfe36f849596b18fd,2022-04-12T07:00:00Z,2022-04-12T10:00:00Z,SHORT,STOP,-1.0,True,INITIAL_CONFIRMATION_STOP,2022-04-12T10:40:00Z,1955.83,1960.41,1940.88,STOP,2022-04-12T15:13:00Z,-1.0,EXPOSED_HISTORICAL_REGRESSION
a1f8d3904fd8dc992f5f5b4861abedb3adf50321f38805e41cf55b86cc4998ae,2022-04-12T12:00:00Z,2022-04-12T15:00:00Z,LONG,TARGET,0.5573529411765024,True,INITIAL_CONFIRMATION_TARGET,2022-04-12T15:05:00Z,1957.23,1949.82,1960.41,TARGET,2022-04-12T15:13:00Z,0.42914979757085403,EXPOSED_HISTORICAL_REGRESSION
724c40043493bac5f4768e05f3ec415208d092205e165f61f6becf9126ab5f13,2022-04-12T17:00:00Z,2022-04-12T20:00:00Z,SHORT,STOP,-1.0,True,INITIAL_CONFIRMATION_STOP,2022-04-12T20:10:00Z,1971.89,1978.57,1949.82,STOP,2022-04-13T12:46:00Z,-1.0,EXPOSED_HISTORICAL_REGRESSION
4f1aeefcabaac39c9cf7763d28a0940d0a99ccc4985e6deeb8715f99b3065e9b,2022-04-12T21:00:00Z,2022-04-13T03:00:00Z,LONG,STOP,-1.0,True,INITIAL_CONFIRMATION_STOP,2022-04-13T03:05:00Z,1967.19,1964.71,1978.57,STOP,2022-04-13T03:14:00Z,-1.0,EXPOSED_HISTORICAL_REGRESSION
fc4eac987ba58543c016cea05cbfb21b0369f61c24885c0664e3a606924c4022,2022-04-13T03:00:00Z,2022-04-13T06:00:00Z,LONG,TARGET,0.9711055276382166,True,INITIAL_CONFIRMATION_TARGET,2022-04-13T06:05:00Z,1971.96,1962.88,1978.57,TARGET,2022-04-13T12:46:00Z,0.7279735682819332,EXPOSED_HISTORICAL_REGRESSION
aae97d6022fcebbefa1a9f76098e6a0d1b2a798f1753334b022a05bf013ff0eb,2022-04-13T08:00:00Z,2022-04-13T11:00:00Z,SHORT,STOP,-1.0,False,NO_TRADE_H1_CLOSE_INVALIDATED,,,,1962.88,,,0.0,EXPOSED_HISTORICAL_REGRESSION
afb34b8ce59357acb5b344f9b7978bd0a0956c00e4a3f71d7ba6ecdc84d6d942,2022-04-13T15:00:00Z,2022-04-13T18:00:00Z,SHORT,STOP,-1.0,False,NO_TRADE_H1_CLOSE_INVALIDATED,,,,1965.7,,,0.0,EXPOSED_HISTORICAL_REGRESSION
82ad40e6220391a5f0eca1d28e91bd9e227a62d3f587cfd3c318994df7264ad9,2022-04-13T20:00:00Z,2022-04-13T23:00:00Z,SHORT,TARGET,1.9277108433735584,True,INITIAL_CONFIRMATION_TARGET,2022-04-14T03:30:00Z,1974.31,1981.55,1971.83,TARGET,2022-04-14T09:00:00Z,0.34254143646409047,EXPOSED_HISTORICAL_REGRESSION
df921fc85aa1905cac6c370858c6d11fc0e79a075d4a549a366e08ef96b262da,2022-04-14T03:00:00Z,2022-04-14T06:00:00Z,LONG,STOP,-1.0,False,NO_TRADE_LATER_H1_INVALIDATED,,,,1981.55,,,0.0,EXPOSED_HISTORICAL_REGRESSION
44337b053f25bf1c71476e2bf735735575513f88c6a0ef41247812ef51d2af20,2022-04-14T05:00:00Z,2022-04-14T08:00:00Z,SHORT,TARGET,0.42827004219408626,False,NO_TRADE_TARGET_BEFORE_CONFIRMATION,,,,1973.58,,,0.0,EXPOSED_HISTORICAL_REGRESSION
2e1363830ff5c192c1695421746e46fa915cd910b7f7b45b6d84b1484326303c,2022-04-14T09:00:00Z,2022-04-14T12:00:00Z,LONG,STOP,-1.0,False,NO_TRADE_H1_CLOSE_INVALIDATED,,,,1980.35,,,0.0,EXPOSED_HISTORICAL_REGRESSION
f754aaa8b391e3dd586237ed240fa22524332902d76d607d415340079bfd3ade,2022-04-14T13:00:00Z,2022-04-14T16:00:00Z,LONG,STOP,-1.0,False,NO_TRADE_H1_CLOSE_INVALIDATED,,,,1978.38,,,0.0,EXPOSED_HISTORICAL_REGRESSION
d39aadd1173b5071f8abc7146aa1d8b220e7054fce262e92d3b75c941916d5fa,2022-04-14T15:00:00Z,2022-04-14T18:00:00Z,SHORT,TARGET,0.6376623376623634,False,NO_TRADE_TARGET_BEFORE_CONFIRMATION,,,,1967.25,,,0.0,EXPOSED_HISTORICAL_REGRESSION
fdd80914e6cc901ecf49d5d9e3231dc41a11ab26fd32167a76fe7d0519c030a5,2022-04-14T16:00:00Z,2022-04-14T19:00:00Z,LONG,TARGET,2.1280388978929867,True,INITIAL_CONFIRMATION_TARGET,2022-04-14T21:10:00Z,1973.97,1960.56,1979.86,TARGET,2022-04-18T02:25:00Z,0.4392244593586754,EXPOSED_HISTORICAL_REGRESSION
4263922c81ee9accbce2bbcf71488865ec69e223648d8f1391bea552cf9959c1,2022-04-14T20:00:00Z,2022-04-14T23:00:00Z,SHORT,STOP,-1.0,False,NO_TRADE_H1_CLOSE_INVALIDATED,,,,1960.56,,,0.0,EXPOSED_HISTORICAL_REGRESSION
3a3788716c0471915b67f5229cffa1409efef210e43e2dbce2c85136d194a01f,2022-04-18T04:00:00Z,2022-04-18T07:00:00Z,SHORT,STOP,-1.0,False,NO_TRADE_H1_CLOSE_INVALIDATED,,,,1960.56,,,0.0,EXPOSED_HISTORICAL_REGRESSION
3b38b2fb55a387375c1f45879a7e29a5ad687c7d15aec1bb1080081101917d65,2022-04-18T05:00:00Z,2022-04-18T08:00:00Z,LONG,TARGET,1.578260869565041,True,INITIAL_CONFIRMATION_TARGET,2022-04-18T08:05:00Z,1985.16,1982.59,1988.52,TARGET,2022-04-18T09:23:00Z,1.3073929961088273,EXPOSED_HISTORICAL_REGRESSION
11d5da02a79281f837a71d81cc518c2ada888db0ff8501b738a86887e3a205ca,2022-04-18T12:00:00Z,2022-04-18T15:00:00Z,SHORT,STOP,-1.0,False,NO_TRADE_H1_CLOSE_INVALIDATED,,,,1982.59,,,0.0,EXPOSED_HISTORICAL_REGRESSION
680feed5427d205aa3899d4887b0253c510a5a8d2b6537898619f663b65fadff,2022-04-18T21:00:00Z,2022-04-19T03:00:00Z,LONG,STOP,-1.0,False,NO_TRADE_H1_CLOSE_INVALIDATED,,,,1998.36,,,0.0,EXPOSED_HISTORICAL_REGRESSION
e767f3ee6cca641ad0124a0be707ba250278bae58d718db3df1eb06d1746aa0c,2022-04-19T03:00:00Z,2022-04-19T06:00:00Z,LONG,STOP,-1.0,False,NO_TRADE_LATER_H1_INVALIDATED,,,,1998.36,,,0.0,EXPOSED_HISTORICAL_REGRESSION
f497f1ce088c24a48e8e5e3ec399b88342fac02adc73309f5db5a32d02901688,2022-04-19T08:00:00Z,2022-04-19T11:00:00Z,LONG,TARGET,0.1268656716418053,False,NO_TRADE_TARGET_BEFORE_CONFIRMATION,,,,1978.79,,,0.0,EXPOSED_HISTORICAL_REGRESSION
e2d9253a65ba09dd722b066e150d25c25a5406d1ed42ca9af0d225ac3b86dba6,2022-04-19T11:00:00Z,2022-04-19T14:00:00Z,SHORT,STOP,-1.0,False,NO_TRADE_TARGET_BEFORE_H1_REVIEW,,,,1972.75,,,0.0,EXPOSED_HISTORICAL_REGRESSION
69c911b9ba329da5376896c9180f0d352f2e6dc4b75486fdf99da4a7f2c77681,2022-04-19T18:00:00Z,2022-04-19T21:00:00Z,LONG,STOP,-1.0,False,NO_TRADE_H1_CLOSE_INVALIDATED,,,,1981.97,,,0.0,EXPOSED_HISTORICAL_REGRESSION
db1ab1169eb86d055f4aabf63258c1e800a3f071f6baf6a7003346486475c6eb,2022-04-19T22:00:00Z,2022-04-20T04:00:00Z,LONG,STOP,-1.0,True,RECLAIM_CONFIRMATION_STOP,2022-04-20T05:20:00Z,1945.68,1942.75,1981.97,STOP,2022-04-20T06:53:00Z,-1.0,EXPOSED_HISTORICAL_REGRESSION
a752390f66b1db17a46028e785582da68a1acb9d46ecf02f69c52104efb57cd9,2022-04-20T09:00:00Z,2022-04-20T12:00:00Z,LONG,STOP,-1.0,True,INITIAL_CONFIRMATION_STOP,2022-04-20T12:05:00Z,1946.83,1939.35,1981.97,STOP,2022-04-21T14:41:00Z,-1.0,EXPOSED_HISTORICAL_REGRESSION
9da268dcf02835b343fed0ab6d47b8ae86bd0c34ed1b6804b5c7c6b507f102fc,2022-04-20T14:00:00Z,2022-04-20T17:00:00Z,SHORT,STOP,-1.0,False,NO_TRADE_H1_CLOSE_INVALIDATED,,,,1939.35,,,0.0,EXPOSED_HISTORICAL_REGRESSION
f20cea70e42a8d4a70c55606dc5de8254e9c0b65bf277a8ae39e6385298410b1,2022-04-20T16:00:00Z,2022-04-20T19:00:00Z,LONG,TARGET,0.5813295615275724,True,INITIAL_CONFIRMATION_TARGET,2022-04-20T20:35:00Z,1954.63,1943.92,1955.1,TARGET,2022-04-20T22:34:00Z,0.04388422035478976,EXPOSED_HISTORICAL_REGRESSION
ad9dc73182e36ecc9e6ce3bc2bc5e534bf30528364bad6f636ddb9103952dbac,2022-04-20T22:00:00Z,2022-04-21T04:00:00Z,SHORT,TARGET,5.788461538461723,True,INITIAL_CONFIRMATION_TARGET,2022-04-21T05:15:00Z,1953.24,1958.04,1943.92,TARGET,2022-04-21T11:31:00Z,1.9416666666666718,EXPOSED_HISTORICAL_REGRESSION
8693e0cd7664b03aeabb18cb85f13defc44e399d709ef68a68ce3144f9709baf,2022-04-21T14:00:00Z,2022-04-21T17:00:00Z,LONG,TARGET,1.0270588235294138,True,INITIAL_CONFIRMATION_TARGET,2022-04-21T21:45:00Z,1949.79,1936.81,1954.04,TARGET,2022-04-22T09:00:00Z,0.3274268104776575,EXPOSED_HISTORICAL_REGRESSION
66b9e28d5591c62e238239def767aea29f642fa374dd7fe29ad84d1707d48f76,2022-04-21T16:00:00Z,2022-04-21T19:00:00Z,SHORT,STOP,-1.0,False,NO_TRADE_H1_CLOSE_INVALIDATED,,,,1936.81,,,0.0,EXPOSED_HISTORICAL_REGRESSION
13a26fd49e79bf9bf80ca027c709a09b0837a8f4332732798c8ee5471e1716b9,2022-04-21T18:00:00Z,2022-04-21T21:00:00Z,LONG,TARGET,0.251068376068369,False,NO_TRADE_TARGET_BEFORE_CONFIRMATION,,,,1949.61,,,0.0,EXPOSED_HISTORICAL_REGRESSION
0793815319e195abd2436627011b77003c61c81acb1ec77918aa1ffb2befdf8a,2022-04-21T22:00:00Z,2022-04-22T04:00:00Z,SHORT,STOP,-1.0,True,INITIAL_CONFIRMATION_STOP,2022-04-22T05:45:00Z,1949.38,1953.96,1937.9,STOP,2022-04-22T09:00:00Z,-1.0,EXPOSED_HISTORICAL_REGRESSION
a89a2a6bf6d89efa79787529ed63ce8a6d9e94a9576fcf6c18dc71324fb04f71,2022-04-22T04:00:00Z,2022-04-22T07:00:00Z,SHORT,STOP,-1.0,True,RECLAIM_CONFIRMATION_TARGET,2022-04-22T10:05:00Z,1952.68,1955.6399999999999,1937.9,TARGET,2022-04-22T13:23:00Z,4.9932432432435565,EXPOSED_HISTORICAL_REGRESSION
c65fcf33f3fb67ed1f49064c99484583e23287c510ee76ccca6022c8999f1fcb,2022-04-22T06:00:00Z,2022-04-22T09:00:00Z,LONG,TARGET,0.07949790794981534,False,NO_TRADE_TARGET_BEFORE_CONFIRMATION,,,,1953.66,,,0.0,EXPOSED_HISTORICAL_REGRESSION
585c311ef5b35d8296a9b920581865dbc8f2426664f95e39dc2951d130d9595d,2022-04-22T15:00:00Z,2022-04-22T18:00:00Z,LONG,STOP,-1.0,True,RECLAIM_CONFIRMATION_STOP,2022-04-22T19:05:00Z,1937.22,1926.51,1955.62,STOP,2022-04-25T03:49:00Z,-1.0,EXPOSED_HISTORICAL_REGRESSION
941574f7c2efbf77b8272a6255113a92ea133395b52ea26f7db36eee7a308a93,2022-04-22T16:00:00Z,2022-04-22T19:00:00Z,SHORT,TARGET,1.2958904109588456,False,NO_TRADE_TARGET_BEFORE_CONFIRMATION,,,,1929.64,,,0.0,EXPOSED_HISTORICAL_REGRESSION
310b131c5ace2475ea97bd50ca600f014e592ae2b1b67960cd4a9780c2163694,2022-04-22T18:00:00Z,2022-04-22T21:00:00Z,LONG,STOP,-1.0,False,NO_TRADE_LATER_H1_INVALIDATED,,,,1946.4,,,0.0,EXPOSED_HISTORICAL_REGRESSION
b5cfc4b9082506e0f0b88f8eb9efb46c62e4050d3aa3bd263bc45a18ea5cb14e,2022-04-25T09:00:00Z,2022-04-25T12:00:00Z,LONG,STOP,-1.0,False,NO_TRADE_H1_CLOSE_INVALIDATED,,,,1946.4,,,0.0,EXPOSED_HISTORICAL_REGRESSION
4a5e9d5e6f0c0e05c00ca1786260b9434070f452632fd40867d8a5a037c010e4,2022-04-25T15:00:00Z,2022-04-25T18:00:00Z,LONG,STOP,-1.0,True,INITIAL_CONFIRMATION_STOP,2022-04-25T18:10:00Z,1897.35,1891.49,1921.18,STOP,2022-04-27T11:12:00Z,-1.0,EXPOSED_HISTORICAL_REGRESSION
09f82180ac2ed8fd6f89ff229cec3824cf9af237bd0e2ae3caa94c4c815a60d5,2022-04-25T21:00:00Z,2022-04-26T03:00:00Z,SHORT,STOP,-1.0,True,RECLAIM_CONFIRMATION_STOP,2022-04-26T04:25:00Z,1898.9,1903.71,1891.49,STOP,2022-04-26T05:46:00Z,-1.0,EXPOSED_HISTORICAL_REGRESSION
d897f83ac3e35efc63ecd03d248c2d87a07568fdd82c6125d5d3be87791be736,2022-04-26T04:00:00Z,2022-04-26T07:00:00Z,LONG,TARGET,0.04907975460123013,False,NO_TRADE_TARGET_BEFORE_CONFIRMATION,,,,1902.52,,,0.0,EXPOSED_HISTORICAL_REGRESSION
51e562427372657cac54243a97d86d185c576252c8d888c45b251e9daf8b11d5,2022-04-26T10:00:00Z,2022-04-26T13:00:00Z,LONG,TARGET,0.3231981981982158,True,INITIAL_CONFIRMATION_TARGET,2022-04-26T13:05:00Z,1905.15,1895.7,1907.45,TARGET,2022-04-26T13:56:00Z,0.2433862433862374,EXPOSED_HISTORICAL_REGRESSION
