trade_identity,pivot_at,decision_at,direction,control_outcome,control_r,executed,route,entry_at,entry_price,stop,target,outcome,resolution_at,net_r,evidence_segment
ffb527e7c8dd7e9844417ebf4c6c68428ba03177ca2bd34d1cbc34f9e77679a6,2022-03-04T10:00:00Z,2022-03-04T13:00:00Z,LONG,TARGET,0.2686230248306957,True,INITIAL_CONFIRMATION_TARGET,2022-03-04T13:05:00Z,1947.78,1933.99,1950.85,TARGET,2022-03-04T16:29:00Z,0.22262509064539118,EXPOSED_HISTORICAL_REGRESSION
74590837d04356edd4d71d8f8254a0b53c516ec99d256764ecbad1c71fa85249,2022-03-07T03:00:00Z,2022-03-07T06:00:00Z,SHORT,STOP,-1.0,True,INITIAL_CONFIRMATION_STOP,2022-03-07T08:00:00Z,1983.56,2001.03,1939.88,STOP,2022-03-07T11:48:00Z,-1.0,EXPOSED_HISTORICAL_REGRESSION
be4fbcf11eda296cc1ffade49f276e4542ea6c41322a6608abeecc305c7a96da,2022-03-07T08:00:00Z,2022-03-07T11:00:00Z,LONG,TARGET,0.2043373493975908,False,NO_TRADE_TARGET_BEFORE_CONFIRMATION,,,,2001.03,,,0.0,EXPOSED_HISTORICAL_REGRESSION
2a06b37ca32e4a41f1b71389d1a878ef3185c11d3f5f689788ff1d9cf2d35e0e,2022-03-07T12:00:00Z,2022-03-07T15:00:00Z,SHORT,TARGET,0.4364521362898828,True,INITIAL_CONFIRMATION_TARGET,2022-03-07T15:15:00Z,1981.31,2002.6,1976.04,TARGET,2022-03-07T15:19:00Z,0.24753405354626543,EXPOSED_HISTORICAL_REGRESSION
6250dc81abcae514323c60fa2a738024835e3067813022232452bad88fc1d75f,2022-03-07T15:00:00Z,2022-03-07T18:00:00Z,LONG,TARGET,1.0701841712294717,True,INITIAL_CONFIRMATION_TARGET,2022-03-07T20:30:00Z,1992.16,1961.01,2002.6,TARGET,2022-03-08T08:33:00Z,0.3351524879614702,EXPOSED_HISTORICAL_REGRESSION
41bcf529e871da7bac6f5d1eddff5cd7070289ad36352ebdd692cdba74091191,2022-03-07T17:00:00Z,2022-03-07T20:00:00Z,SHORT,STOP,-1.0,False,NO_TRADE_H1_CLOSE_INVALIDATED,,,,1961.01,,,0.0,EXPOSED_HISTORICAL_REGRESSION
4521dac1cbf7e00b7b5f214ef326f7f8db1643533934fc42c5a096044f2a9666,2022-03-08T02:00:00Z,2022-03-08T05:00:00Z,SHORT,STOP,-1.0,True,INITIAL_CONFIRMATION_STOP,2022-03-08T05:50:00Z,1985.5,2000.06,1961.01,STOP,2022-03-08T08:33:00Z,-1.0,EXPOSED_HISTORICAL_REGRESSION
fc6134148a9c17ed3cb028355fd17bda59e15b2f2afb738272019f61914a2919,2022-03-08T03:00:00Z,2022-03-08T06:00:00Z,LONG,TARGET,2.8172690763052053,True,INITIAL_CONFIRMATION_TARGET,2022-03-08T07:00:00Z,1991.2,1981.05,2000.06,TARGET,2022-03-08T08:33:00Z,0.872906403940869,EXPOSED_HISTORICAL_REGRESSION
d3fb81d3857e2ff29adc6a51571c6c023b1fae21b517fc1f8575f6f98ebd9cd2,2022-03-08T09:00:00Z,2022-03-08T12:00:00Z,SHORT,STOP,-1.0,True,INITIAL_CONFIRMATION_STOP,2022-03-08T12:10:00Z,2004.63,2020.91,1981.05,STOP,2022-03-08T16:38:00Z,-1.0,EXPOSED_HISTORICAL_REGRESSION
06514b4d556b8bd66bf781f1c8edb54dadf641b724d1ad1a682e863c6dbb1f75,2022-03-08T18:00:00Z,2022-03-08T21:00:00Z,SHORT,TARGET,1.5788863109048845,True,INITIAL_CONFIRMATION_TARGET,2022-03-09T11:50:00Z,2021.45,2070.27,2003.58,TARGET,2022-03-09T15:02:00Z,0.36603850880786853,EXPOSED_HISTORICAL_REGRESSION
10d27af55e43bdc13aa367e5a8524d57071f3e1ea948d335b485a0e42cd80933,2022-03-08T19:00:00Z,2022-03-08T22:00:00Z,LONG,STOP,-1.0,True,INITIAL_CONFIRMATION_STOP,2022-03-08T22:30:00Z,2047.99,2021.25,2070.27,STOP,2022-03-09T11:49:00Z,-1.0,EXPOSED_HISTORICAL_REGRESSION
ab6ee478cf73726e7dc1abcd4a9c789687af7a40f5a4082dff60c723b976e2ae,2022-03-08T22:00:00Z,2022-03-09T04:00:00Z,SHORT,STOP,-1.0,False,NO_TRADE_LATER_H1_INVALIDATED,,,,2021.25,,,0.0,EXPOSED_HISTORICAL_REGRESSION
da552551f6de193c4dee9f52d76a4d18342e16b50823c1e0687f4ed30a40b298,2022-03-09T06:00:00Z,2022-03-09T09:00:00Z,SHORT,TARGET,2.8429584599797626,True,INITIAL_CONFIRMATION_TARGET,2022-03-09T09:05:00Z,2046.25,2059.18,2021.25,TARGET,2022-03-09T11:49:00Z,1.9334880123743479,EXPOSED_HISTORICAL_REGRESSION
bfe7dd203177770f47cc651e72e1fb79104630be0c05a7760956872c2bb4047b,2022-03-09T12:00:00Z,2022-03-09T15:00:00Z,LONG,STOP,-1.0,False,NO_TRADE_H1_CLOSE_INVALIDATED,,,,2059.18,,,0.0,EXPOSED_HISTORICAL_REGRESSION
aafcd08ed7a79f19a25d2dcdc52db563e7f9d60f5730b0dcf3c0b6998c1bfc0e,2022-03-09T16:00:00Z,2022-03-09T19:00:00Z,LONG,STOP,-1.0,False,NO_TRADE_H1_CLOSE_INVALIDATED,,,,2021.43,,,0.0,EXPOSED_HISTORICAL_REGRESSION
93116d338132ea58735709b803987de5587d175a370c54be23d48f1a0614ac81,2022-03-09T18:00:00Z,2022-03-09T21:00:00Z,SHORT,TARGET,0.3438770899231888,True,INITIAL_CONFIRMATION_TARGET,2022-03-09T21:10:00Z,1980.59,2005.52,1975.78,TARGET,2022-03-10T03:05:00Z,0.1929402326514213,EXPOSED_HISTORICAL_REGRESSION
83dd44ab52217a4fe8d369ae2424e2b5e002c44b6fa727407400bb17dbf61afa,2022-03-09T21:00:00Z,2022-03-10T03:00:00Z,LONG,STOP,-1.0,False,NO_TRADE_H1_CLOSE_INVALIDATED,,,,2005.52,,,0.0,EXPOSED_HISTORICAL_REGRESSION
79619e0334a0a872df1aa1f44553b73a121b304769c957bbfb42206787416932,2022-03-10T03:00:00Z,2022-03-10T06:00:00Z,LONG,TARGET,3.390070921985736,True,INITIAL_CONFIRMATION_TARGET,2022-03-10T06:40:00Z,1979.16,1970.82,1995.58,TARGET,2022-03-10T12:13:00Z,1.9688249400479088,EXPOSED_HISTORICAL_REGRESSION
be7431a00ccd3ca8c3c62b279b3057c77e2a17edd1b483b43a29833efa5fc59b,2022-03-10T08:00:00Z,2022-03-10T11:00:00Z,SHORT,STOP,-1.0,True,INITIAL_CONFIRMATION_STOP,2022-03-10T11:05:00Z,1979.62,1988.98,1970.82,STOP,2022-03-10T12:08:00Z,-1.0,EXPOSED_HISTORICAL_REGRESSION
94a003edb5a2919f4c8cca61596313c58d1aadbc14ca0d060e895dbe40e0de08,2022-03-10T09:00:00Z,2022-03-10T12:00:00Z,LONG,TARGET,0.27719298245615087,True,INITIAL_CONFIRMATION_TARGET,2022-03-10T12:05:00Z,1986.54,1974.42,1988.98,TARGET,2022-03-10T12:08:00Z,0.20132013201320764,EXPOSED_HISTORICAL_REGRESSION
501449d0df7271a4da14f2252624d2a6416975c3650a6e78a0c86acb61ced8fe,2022-03-10T14:00:00Z,2022-03-10T17:00:00Z,SHORT,TARGET,1.8522167487684587,True,INITIAL_CONFIRMATION_TARGET,2022-03-10T17:05:00Z,1998.25,2009.16,1974.42,TARGET,2022-03-11T13:43:00Z,2.1842346471127176,EXPOSED_HISTORICAL_REGRESSION
12e1c62439c011e015f1763fd77a002a605bf433ddcdcbdfd1f2e4e9dc658ca1,2022-03-10T17:00:00Z,2022-03-10T20:00:00Z,LONG,STOP,-1.0,True,INITIAL_CONFIRMATION_STOP,2022-03-10T20:05:00Z,2004.06,1981.69,2009.16,STOP,2022-03-11T07:37:00Z,-1.0,EXPOSED_HISTORICAL_REGRESSION
63facc0556d85db54c988bbae0c9237c1983b919672c9ff19b82f7e7ccc0ae59,2022-03-10T20:00:00Z,2022-03-10T23:00:00Z,SHORT,TARGET,1.9124700239808397,True,INITIAL_CONFIRMATION_TARGET,2022-03-11T02:05:00Z,1994.13,2005.98,1981.69,TARGET,2022-03-11T07:37:00Z,1.0497890295358776,EXPOSED_HISTORICAL_REGRESSION
3f3c0b475ea26a49d97cd0fd9e0280a08a0773e4eb118cba000ae0f4a1ac8c32,2022-03-11T03:00:00Z,2022-03-11T06:00:00Z,LONG,STOP,-1.0,False,NO_TRADE_H1_CLOSE_INVALIDATED,,,,2005.98,,,0.0,EXPOSED_HISTORICAL_REGRESSION
78e5ca9aee7570dfc70b004f72d1ba60a77b800eebbdf458046a7d25c7b85787,2022-03-11T07:00:00Z,2022-03-11T10:00:00Z,LONG,STOP,-1.0,True,INITIAL_CONFIRMATION_STOP,2022-03-11T10:05:00Z,1990.19,1981.01,2005.98,STOP,2022-03-11T13:24:00Z,-1.0,EXPOSED_HISTORICAL_REGRESSION
15d027df1df22d7200f7676a3290a9175d5ac1881c2e8e51d575a78a3238470b,2022-03-11T10:00:00Z,2022-03-11T13:00:00Z,SHORT,TARGET,3.3734177215191687,True,INITIAL_CONFIRMATION_TARGET,2022-03-11T13:05:00Z,1990.95,1994.83,1981.01,TARGET,2022-03-11T13:24:00Z,2.561855670103185,EXPOSED_HISTORICAL_REGRESSION
c148d2926d8d40950a8f035274c10235a6bd2a7f0f90a06ea0345df5bdca4c4c,2022-03-11T15:00:00Z,2022-03-11T18:00:00Z,LONG,STOP,-1.0,True,INITIAL_CONFIRMATION_STOP,2022-03-11T18:15:00Z,1982.69,1958.7,1994.83,STOP,2022-03-14T14:24:00Z,-1.0,EXPOSED_HISTORICAL_REGRESSION
ef5960681c0d9d0b1ffe674225f10877e54d959476ea93abe366d0459c10c8ee,2022-03-11T19:00:00Z,2022-03-11T22:00:00Z,SHORT,TARGET,6.188073394495559,True,INITIAL_CONFIRMATION_TARGET,2022-03-11T22:30:00Z,1983.66,1990.04,1958.7,TARGET,2022-03-14T14:24:00Z,3.9122257053292318,EXPOSED_HISTORICAL_REGRESSION
6e1da44447523a66c5c0b66114d5d5a47972b97e317110c79f0f035b6f3e16b1,2022-03-14T03:00:00Z,2022-03-14T06:00:00Z,LONG,STOP,-1.0,True,INITIAL_CONFIRMATION_STOP,2022-03-14T07:50:00Z,1975.79,1970.12,1990.04,STOP,2022-03-14T11:06:00Z,-1.0,EXPOSED_HISTORICAL_REGRESSION
565a7cd380cff384d99165a99ee15d1b7dd9f34c2b781af7de060a40a32699e1,2022-03-14T08:00:00Z,2022-03-14T11:00:00Z,LONG,STOP,-1.0,False,NO_TRADE_H1_CLOSE_INVALIDATED,,,,1990.04,,,0.0,EXPOSED_HISTORICAL_REGRESSION
4f114ef0b513f943a0090b79e0fa977dce2efb089d432c72324665a04f0fc0f9,2022-03-14T16:00:00Z,2022-03-14T19:00:00Z,LONG,STOP,-1.0,True,INITIAL_CONFIRMATION_STOP,2022-03-14T19:45:00Z,1959.06,1949.66,1967.94,STOP,2022-03-15T03:01:00Z,-1.0,EXPOSED_HISTORICAL_REGRESSION
a83b0d0ca3bfad3eedb70c53c673a53fb492831f0d1016203193182b65bdd70d,2022-03-14T20:00:00Z,2022-03-14T23:00:00Z,SHORT,TARGET,0.33586956521738076,True,INITIAL_CONFIRMATION_TARGET,2022-03-14T23:20:00Z,1951.44,1961.95,1949.66,TARGET,2022-03-15T03:01:00Z,0.16936251189343238,EXPOSED_HISTORICAL_REGRESSION
1dd73be7544575c561ee4594a0e2d8312f775ea825f658cd851f548859444162,2022-03-15T04:00:00Z,2022-03-15T07:00:00Z,LONG,STOP,-1.0,False,NO_TRADE_H1_CLOSE_INVALIDATED,,,,1961.95,,,0.0,EXPOSED_HISTORICAL_REGRESSION
7171fa839539d572c592c12fb88520a53b59f7c30b0f1caa6422e8a131617373,2022-03-15T09:00:00Z,2022-03-15T12:00:00Z,LONG,STOP,-1.0,False,NO_TRADE_H1_CLOSE_INVALIDATED,,,,1961.95,,,0.0,EXPOSED_HISTORICAL_REGRESSION
3dcb45d2263fbdcaebc2d41fa9e0d5ed5765250f44a6571e00565fc39d95b142,2022-03-15T17:00:00Z,2022-03-15T20:00:00Z,LONG,STOP,-1.0,True,INITIAL_CONFIRMATION_STOP,2022-03-15T20:05:00Z,1926.89,1907.09,1961.95,STOP,2022-03-16T17:15:00Z,-1.0,EXPOSED_HISTORICAL_REGRESSION
32e3fb35612344e5bde97622e7b5dc70eb117096cc24d39b5b7645aadf61fcc3,2022-03-15T19:00:00Z,2022-03-15T22:00:00Z,SHORT,TARGET,1.40342052313883,True,INITIAL_CONFIRMATION_TARGET,2022-03-15T22:10:00Z,1919.61,1930.98,1907.09,TARGET,2022-03-16T17:15:00Z,1.1011433597185445,EXPOSED_HISTORICAL_REGRESSION
d66810344bccf63fee633385bb2b037cbc5f138fbba7fb943d2a5e0d3b7de4e1,2022-03-16T02:00:00Z,2022-03-16T05:00:00Z,LONG,STOP,-1.0,True,RECLAIM_CONFIRMATION_STOP,2022-03-16T08:40:00Z,1918.04,1915.18,1930.98,STOP,2022-03-16T09:33:00Z,-1.0,EXPOSED_HISTORICAL_REGRESSION
f8e96e0c84a9b4305593a9b4b27cf5707df6984bd8ad3788478096185ee1ecaf,2022-03-16T04:00:00Z,2022-03-16T07:00:00Z,SHORT,TARGET,0.30895522388058544,True,INITIAL_CONFIRMATION_TARGET,2022-03-16T07:05:00Z,1917.04,1924.81,1916.04,TARGET,2022-03-16T07:29:00Z,0.128700128700129,EXPOSED_HISTORICAL_REGRESSION
5ffec0632417ec6d656fbca5ff55395a1a63476239ec8a50e8c55d4b2c61a504,2022-03-16T11:00:00Z,2022-03-16T14:00:00Z,LONG,TARGET,0.3831578947368287,False,NO_TRADE_TARGET_BEFORE_CONFIRMATION,,,,1924.81,,,0.0,EXPOSED_HISTORICAL_REGRESSION
7794ed8d8acd30792a5c96dddad76199290ded540bff6a72271188fae4bcaec6,2022-03-16T14:00:00Z,2022-03-16T17:00:00Z,SHORT,TARGET,0.3434782608695494,False,NO_TRADE_TARGET_BEFORE_CONFIRMATION,,,,1911.67,,,0.0,EXPOSED_HISTORICAL_REGRESSION
2cdffad68fa372b63211876534cccd0e9424211f8666eca80d20ea5566ff30fd,2022-03-16T17:00:00Z,2022-03-16T20:00:00Z,LONG,STOP,-1.0,True,RECLAIM_CONFIRMATION_TARGET,2022-03-16T22:20:00Z,1921.09,1895.06,1927.12,TARGET,2022-03-16T22:50:00Z,0.2316557817902412,EXPOSED_HISTORICAL_REGRESSION
37a3f802a03c0fb4514900a68f3d99fb606320236127093e09a5499ddec109f1,2022-03-16T21:00:00Z,2022-03-17T03:00:00Z,LONG,TARGET,0.0047036688617078425,False,NO_TRADE_TARGET_BEFORE_CONFIRMATION,,,,1927.12,,,0.0,EXPOSED_HISTORICAL_REGRESSION
00120cc7fa6fd64658494f95fa0d0e6ad31517c2296ca5e389cfcb4683230d71,2022-03-16T22:00:00Z,2022-03-17T04:00:00Z,SHORT,STOP,-1.0,False,NO_TRADE_H1_CLOSE_INVALIDATED,,,,1895.08,,,0.0,EXPOSED_HISTORICAL_REGRESSION
c5e33209415032be452c8fc1d700770c506deae43aa10565fd4ac6d203078dcd,2022-03-17T06:00:00Z,2022-03-17T09:00:00Z,SHORT,STOP,-1.0,True,INITIAL_CONFIRMATION_STOP,2022-03-17T09:05:00Z,1932.25,1938.27,1895.08,STOP,2022-03-17T11:24:00Z,-1.0,EXPOSED_HISTORICAL_REGRESSION
c597054bbb88de80932e811ad77e61e89b0a528adbc89724ce3058733fd5da18,2022-03-17T14:00:00Z,2022-03-17T17:00:00Z,SHORT,STOP,-1.0,False,NO_TRADE_H1_CLOSE_INVALIDATED,,,,1930.07,,,0.0,EXPOSED_HISTORICAL_REGRESSION
c2106d8d178cc2f1a36d475f434e99e2815aa402ed9d3c6fe81495e781fb5ca3,2022-03-17T18:00:00Z,2022-03-17T21:00:00Z,SHORT,TARGET,0.9271255060729087,True,INITIAL_CONFIRMATION_TARGET,2022-03-17T21:10:00Z,1940.92,1949.81,1935.53,TARGET,2022-03-17T22:55:00Z,0.6062992125984451,EXPOSED_HISTORICAL_REGRESSION
98f9cf7c4779aa1f0755faa9e6fc077d98418e01af7292ca78b20a274072f9d8,2022-03-17T22:00:00Z,2022-03-18T04:00:00Z,LONG,STOP,-1.0,False,NO_TRADE_H1_CLOSE_INVALIDATED,,,,1949.81,,,0.0,EXPOSED_HISTORICAL_REGRESSION
67a371a603c69244ccd45b7c7e70a9acce837208a0d76ef1b1e40d1e8c210598,2022-03-18T06:00:00Z,2022-03-18T09:00:00Z,LONG,STOP,-1.0,True,INITIAL_CONFIRMATION_STOP,2022-03-18T11:35:00Z,1936.47,1926.47,1945.27,STOP,2022-03-18T16:24:00Z,-1.0,EXPOSED_HISTORICAL_REGRESSION
e9db550bb3ea112206bffbdaf6fe8d4e6fdf0d82f9d0389b0d9969e9a4a9c008,2022-03-18T09:00:00Z,2022-03-18T12:00:00Z,LONG,STOP,-1.0,True,RECLAIM_CONFIRMATION_STOP,2022-03-18T13:20:00Z,1934.93,1930.01,1945.27,STOP,2022-03-18T13:45:00Z,-1.0,EXPOSED_HISTORICAL_REGRESSION
890ce933fe598cee3a3917d7c30e6867036c565e480248d266f5a694ccb557c4,2022-03-18T11:00:00Z,2022-03-18T14:00:00Z,SHORT,STOP,-1.0,False,NO_TRADE_H1_CLOSE_INVALIDATED,,,,1930.06,,,0.0,EXPOSED_HISTORICAL_REGRESSION
e35e6eae6fd83898dd2fbf4a6b8e8ff87c7411a86d185b8ea80a3d403557ea24,2022-03-18T13:00:00Z,2022-03-18T16:00:00Z,LONG,STOP,-1.0,False,NO_TRADE_TARGET_BEFORE_RECLAIM,,,,1937.09,,,0.0,EXPOSED_HISTORICAL_REGRESSION
af00c99d9e3a3cf2123a2e8b794a0ad34b0031a5b7976addbfa5979040fa8277,2022-03-18T15:00:00Z,2022-03-18T18:00:00Z,SHORT,TARGET,1.623893805309723,True,INITIAL_CONFIRMATION_TARGET,2022-03-18T19:05:00Z,1930.37,1940.81,1928.95,TARGET,2022-03-18T19:35:00Z,0.13601532567048255,EXPOSED_HISTORICAL_REGRESSION
c910d49516c44cd1adc069ac394ab4c1628743e9b0012e242cc0be96b6696993,2022-03-18T16:00:00Z,2022-03-18T19:00:00Z,LONG,STOP,-1.0,False,NO_TRADE_H1_CLOSE_INVALIDATED,,,,1940.81,,,0.0,EXPOSED_HISTORICAL_REGRESSION
38adaec115444e834f0220de2abc825beef10723b80760761ae8ff3e06f71a30,2022-03-18T22:00:00Z,2022-03-21T04:00:00Z,LONG,TARGET,4.2465753424656265,True,INITIAL_CONFIRMATION_TARGET,2022-03-21T04:25:00Z,1924.59,1917.83,1940.81,TARGET,2022-03-21T21:57:00Z,2.399408284023676,EXPOSED_HISTORICAL_REGRESSION
9c98bcf6f9f0e82a1ff6b12b668b8982b54594bd0895486b0c5b236c00f8e893,2022-03-21T04:00:00Z,2022-03-21T07:00:00Z,SHORT,STOP,-1.0,True,INITIAL_CONFIRMATION_STOP,2022-03-21T07:05:00Z,1926.53,1928.72,1917.83,STOP,2022-03-21T07:45:00Z,-1.0,EXPOSED_HISTORICAL_REGRESSION
4fc7a46a721ac1562c814f32443b0103596df8a54c62d86ab7f9745741800ea6,2022-03-21T07:00:00Z,2022-03-21T10:00:00Z,SHORT,STOP,-1.0,True,INITIAL_CONFIRMATION_STOP,2022-03-21T12:45:00Z,1922.79,1928.93,1917.83,STOP,2022-03-21T16:49:00Z,-1.0,EXPOSED_HISTORICAL_REGRESSION
d4f76990d4ceb00f8e1bf727b2a5b365aeafd7c2eac312d11c09104755cdc692,2022-03-21T10:00:00Z,2022-03-21T13:00:00Z,LONG,STOP,-1.0,True,INITIAL_CONFIRMATION_STOP,2022-03-21T13:20:00Z,1927.73,1922.01,1928.93,STOP,2022-03-21T15:23:00Z,-1.0,EXPOSED_HISTORICAL_REGRESSION
7297bcb3c3b4fc1f30fac8a06787258d4c1525554431d63462620c5396c5fa04,2022-03-21T13:00:00Z,2022-03-21T16:00:00Z,SHORT,TARGET,0.6528117359413511,False,NO_TRADE_TARGET_BEFORE_CONFIRMATION,,,,1922.01,,,0.0,EXPOSED_HISTORICAL_REGRESSION
6be54f20946fc1c8fbdb90938eddca632fdbf3fb64d7e2b0fc5a1450d13e95c0,2022-03-21T17:00:00Z,2022-03-21T20:00:00Z,SHORT,STOP,-1.0,True,INITIAL_CONFIRMATION_STOP,2022-03-21T20:10:00Z,1929.45,1937.48,1917.98,STOP,2022-03-21T21:57:00Z,-1.0,EXPOSED_HISTORICAL_REGRESSION
f9dad22f674cd2cedeb47e7071806216ea696b1417ed4d3d79f0496f468a49ad,2022-03-21T20:00:00Z,2022-03-21T23:00:00Z,LONG,TARGET,0.27294685990338147,False,NO_TRADE_TARGET_BEFORE_CONFIRMATION,,,,1937.48,,,0.0,EXPOSED_HISTORICAL_REGRESSION
712ceb9d2d529c64219c809683aab1685327d440b3ccd5f65f68e21517192232,2022-03-21T21:00:00Z,2022-03-22T03:00:00Z,SHORT,TARGET,1.5722021660649987,True,INITIAL_CONFIRMATION_TARGET,2022-03-22T03:20:00Z,1933.72,1941.19,1926.94,TARGET,2022-03-22T11:11:00Z,0.9076305220883465,EXPOSED_HISTORICAL_REGRESSION
